data,ano,mes,mes_nome,trimestre,semana,dia_semana,ano_mes
2018-05-08,2018,5,May,2,19,Tuesday,2018-05
2018-05-09,2018,5,May,2,19,Wednesday,2018-05
2018-05-10,2018,5,May,2,19,Thursday,2018-05
2018-05-11,2018,5,May,2,19,Friday,2018-05
2018-05-12,2018,5,May,2,19,Saturday,2018-05
2018-05-13,2018,5,May,2,19,Sunday,2018-05
2018-05-14,2018,5,May,2,20,Monday,2018-05
2018-05-15,2018,5,May,2,20,Tuesday,2018-05
2018-05-16,2018,5,May,2,20,Wednesday,2018-05
2018-05-17,2018,5,May,2,20,Thursday,2018-05
2018-05-18,2018,5,May,2,20,Friday,2018-05
2018-05-19,2018,5,May,2,20,Saturday,2018-05
2018-05-20,2018,5,May,2,20,Sunday,2018-05
2018-05-21,2018,5,May,2,21,Monday,2018-05
2018-05-22,2018,5,May,2,21,Tuesday,2018-05
2018-05-23,2018,5,May,2,21,Wednesday,2018-05
2018-05-24,2018,5,May,2,21,Thursday,2018-05
2018-05-25,2018,5,May,2,21,Friday,2018-05
2018-05-26,2018,5,May,2,21,Saturday,2018-05
2018-05-27,2018,5,May,2,21,Sunday,2018-05
2018-05-28,2018,5,May,2,22,Monday,2018-05
2018-05-29,2018,5,May,2,22,Tuesday,2018-05
2018-05-30,2018,5,May,2,22,Wednesday,2018-05
2018-05-31,2018,5,May,2,22,Thursday,2018-05
2018-06-01,2018,6,June,2,22,Friday,2018-06
2018-06-02,2018,6,June,2,22,Saturday,2018-06
2018-06-03,2018,6,June,2,22,Sunday,2018-06
2018-06-04,2018,6,June,2,23,Monday,2018-06
2018-06-05,2018,6,June,2,23,Tuesday,2018-06
2018-06-06,2018,6,June,2,23,Wednesday,2018-06
2018-06-07,2018,6,June,2,23,Thursday,2018-06
2018-06-08,2018,6,June,2,23,Friday,2018-06
2018-06-09,2018,6,June,2,23,Saturday,2018-06
2018-06-10,2018,6,June,2,23,Sunday,2018-06
2018-06-11,2018,6,June,2,24,Monday,2018-06
2018-06-12,2018,6,June,2,24,Tuesday,2018-06
2018-06-13,2018,6,June,2,24,Wednesday,2018-06
2018-06-14,2018,6,June,2,24,Thursday,2018-06
2018-06-15,2018,6,June,2,24,Friday,2018-06
2018-06-16,2018,6,June,2,24,Saturday,2018-06
2018-06-17,2018,6,June,2,24,Sunday,2018-06
2018-06-18,2018,6,June,2,25,Monday,2018-06
2018-06-19,2018,6,June,2,25,Tuesday,2018-06
2018-06-20,2018,6,June,2,25,Wednesday,2018-06
2018-06-21,2018,6,June,2,25,Thursday,2018-06
2018-06-22,2018,6,June,2,25,Friday,2018-06
2018-06-23,2018,6,June,2,25,Saturday,2018-06
2018-06-24,2018,6,June,2,25,Sunday,2018-06
2018-06-25,2018,6,June,2,26,Monday,2018-06
2018-06-26,2018,6,June,2,26,Tuesday,2018-06
2018-06-27,2018,6,June,2,26,Wednesday,2018-06
2018-06-28,2018,6,June,2,26,Thursday,2018-06
2018-06-29,2018,6,June,2,26,Friday,2018-06
2018-06-30,2018,6,June,2,26,Saturday,2018-06
2018-07-01,2018,7,July,3,26,Sunday,2018-07
2018-07-02,2018,7,July,3,27,Monday,2018-07
2018-07-03,2018,7,July,3,27,Tuesday,2018-07
2018-07-04,2018,7,July,3,27,Wednesday,2018-07
2018-07-05,2018,7,July,3,27,Thursday,2018-07
2018-07-06,2018,7,July,3,27,Friday,2018-07
2018-07-07,2018,7,July,3,27,Saturday,2018-07
2018-07-08,2018,7,July,3,27,Sunday,2018-07
2018-07-09,2018,7,July,3,28,Monday,2018-07
2018-07-10,2018,7,July,3,28,Tuesday,2018-07
2018-07-11,2018,7,July,3,28,Wednesday,2018-07
2018-07-12,2018,7,July,3,28,Thursday,2018-07
2018-07-13,2018,7,July,3,28,Friday,2018-07
2018-07-14,2018,7,July,3,28,Saturday,2018-07
2018-07-15,2018,7,July,3,28,Sunday,2018-07
2018-07-16,2018,7,July,3,29,Monday,2018-07
2018-07-17,2018,7,July,3,29,Tuesday,2018-07
2018-07-18,2018,7,July,3,29,Wednesday,2018-07
2018-07-19,2018,7,July,3,29,Thursday,2018-07
2018-07-20,2018,7,July,3,29,Friday,2018-07
2018-07-21,2018,7,July,3,29,Saturday,2018-07
2018-07-22,2018,7,July,3,29,Sunday,2018-07
2018-07-23,2018,7,July,3,30,Monday,2018-07
2018-07-24,2018,7,July,3,30,Tuesday,2018-07
2018-07-25,2018,7,July,3,30,Wednesday,2018-07
2018-07-26,2018,7,July,3,30,Thursday,2018-07
2018-07-27,2018,7,July,3,30,Friday,2018-07
2018-07-28,2018,7,July,3,30,Saturday,2018-07
2018-07-29,2018,7,July,3,30,Sunday,2018-07
2018-07-30,2018,7,July,3,31,Monday,2018-07
2018-07-31,2018,7,July,3,31,Tuesday,2018-07
2018-08-01,2018,8,August,3,31,Wednesday,2018-08
2018-08-02,2018,8,August,3,31,Thursday,2018-08
2018-08-03,2018,8,August,3,31,Friday,2018-08
2018-08-04,2018,8,August,3,31,Saturday,2018-08
2018-08-05,2018,8,August,3,31,Sunday,2018-08
2018-08-06,2018,8,August,3,32,Monday,2018-08
2018-08-07,2018,8,August,3,32,Tuesday,2018-08
2018-08-08,2018,8,August,3,32,Wednesday,2018-08
2018-08-09,2018,8,August,3,32,Thursday,2018-08
2018-08-10,2018,8,August,3,32,Friday,2018-08
2018-08-11,2018,8,August,3,32,Saturday,2018-08
2018-08-12,2018,8,August,3,32,Sunday,2018-08
2018-08-13,2018,8,August,3,33,Monday,2018-08
2018-08-14,2018,8,August,3,33,Tuesday,2018-08
2018-08-15,2018,8,August,3,33,Wednesday,2018-08
2018-08-16,2018,8,August,3,33,Thursday,2018-08
2018-08-17,2018,8,August,3,33,Friday,2018-08
2018-08-18,2018,8,August,3,33,Saturday,2018-08
2018-08-19,2018,8,August,3,33,Sunday,2018-08
2018-08-20,2018,8,August,3,34,Monday,2018-08
2018-08-21,2018,8,August,3,34,Tuesday,2018-08
2018-08-22,2018,8,August,3,34,Wednesday,2018-08
2018-08-23,2018,8,August,3,34,Thursday,2018-08
2018-08-24,2018,8,August,3,34,Friday,2018-08
2018-08-25,2018,8,August,3,34,Saturday,2018-08
2018-08-26,2018,8,August,3,34,Sunday,2018-08
2018-08-27,2018,8,August,3,35,Monday,2018-08
2018-08-28,2018,8,August,3,35,Tuesday,2018-08
2018-08-29,2018,8,August,3,35,Wednesday,2018-08
2018-08-30,2018,8,August,3,35,Thursday,2018-08
2018-08-31,2018,8,August,3,35,Friday,2018-08
2018-09-01,2018,9,September,3,35,Saturday,2018-09
2018-09-02,2018,9,September,3,35,Sunday,2018-09
2018-09-03,2018,9,September,3,36,Monday,2018-09
2018-09-04,2018,9,September,3,36,Tuesday,2018-09
2018-09-05,2018,9,September,3,36,Wednesday,2018-09
2018-09-06,2018,9,September,3,36,Thursday,2018-09
2018-09-07,2018,9,September,3,36,Friday,2018-09
2018-09-08,2018,9,September,3,36,Saturday,2018-09
2018-09-09,2018,9,September,3,36,Sunday,2018-09
2018-09-10,2018,9,September,3,37,Monday,2018-09
2018-09-11,2018,9,September,3,37,Tuesday,2018-09
2018-09-12,2018,9,September,3,37,Wednesday,2018-09
2018-09-13,2018,9,September,3,37,Thursday,2018-09
2018-09-14,2018,9,September,3,37,Friday,2018-09
2018-09-15,2018,9,September,3,37,Saturday,2018-09
2018-09-16,2018,9,September,3,37,Sunday,2018-09
2018-09-17,2018,9,September,3,38,Monday,2018-09
2018-09-18,2018,9,September,3,38,Tuesday,2018-09
2018-09-19,2018,9,September,3,38,Wednesday,2018-09
2018-09-20,2018,9,September,3,38,Thursday,2018-09
2018-09-21,2018,9,September,3,38,Friday,2018-09
2018-09-22,2018,9,September,3,38,Saturday,2018-09
2018-09-23,2018,9,September,3,38,Sunday,2018-09
2018-09-24,2018,9,September,3,39,Monday,2018-09
2018-09-25,2018,9,September,3,39,Tuesday,2018-09
2018-09-26,2018,9,September,3,39,Wednesday,2018-09
2018-09-27,2018,9,September,3,39,Thursday,2018-09
2018-09-28,2018,9,September,3,39,Friday,2018-09
2018-09-29,2018,9,September,3,39,Saturday,2018-09
2018-09-30,2018,9,September,3,39,Sunday,2018-09
2018-10-01,2018,10,October,4,40,Monday,2018-10
2018-10-02,2018,10,October,4,40,Tuesday,2018-10
2018-10-03,2018,10,October,4,40,Wednesday,2018-10
2018-10-04,2018,10,October,4,40,Thursday,2018-10
2018-10-05,2018,10,October,4,40,Friday,2018-10
2018-10-06,2018,10,October,4,40,Saturday,2018-10
2018-10-07,2018,10,October,4,40,Sunday,2018-10
2018-10-08,2018,10,October,4,41,Monday,2018-10
2018-10-09,2018,10,October,4,41,Tuesday,2018-10
2018-10-10,2018,10,October,4,41,Wednesday,2018-10
2018-10-11,2018,10,October,4,41,Thursday,2018-10
2018-10-12,2018,10,October,4,41,Friday,2018-10
2018-10-13,2018,10,October,4,41,Saturday,2018-10
2018-10-14,2018,10,October,4,41,Sunday,2018-10
2018-10-15,2018,10,October,4,42,Monday,2018-10
2018-10-16,2018,10,October,4,42,Tuesday,2018-10
2018-10-17,2018,10,October,4,42,Wednesday,2018-10
2018-10-18,2018,10,October,4,42,Thursday,2018-10
2018-10-19,2018,10,October,4,42,Friday,2018-10
2018-10-20,2018,10,October,4,42,Saturday,2018-10
2018-10-21,2018,10,October,4,42,Sunday,2018-10
2018-10-22,2018,10,October,4,43,Monday,2018-10
2018-10-23,2018,10,October,4,43,Tuesday,2018-10
2018-10-24,2018,10,October,4,43,Wednesday,2018-10
2018-10-25,2018,10,October,4,43,Thursday,2018-10
2018-10-26,2018,10,October,4,43,Friday,2018-10
2018-10-27,2018,10,October,4,43,Saturday,2018-10
2018-10-28,2018,10,October,4,43,Sunday,2018-10
2018-10-29,2018,10,October,4,44,Monday,2018-10
2018-10-30,2018,10,October,4,44,Tuesday,2018-10
2018-10-31,2018,10,October,4,44,Wednesday,2018-10
2018-11-01,2018,11,November,4,44,Thursday,2018-11
2018-11-02,2018,11,November,4,44,Friday,2018-11
2018-11-03,2018,11,November,4,44,Saturday,2018-11
2018-11-04,2018,11,November,4,44,Sunday,2018-11
2018-11-05,2018,11,November,4,45,Monday,2018-11
2018-11-06,2018,11,November,4,45,Tuesday,2018-11
2018-11-07,2018,11,November,4,45,Wednesday,2018-11
2018-11-08,2018,11,November,4,45,Thursday,2018-11
2018-11-09,2018,11,November,4,45,Friday,2018-11
2018-11-10,2018,11,November,4,45,Saturday,2018-11
2018-11-11,2018,11,November,4,45,Sunday,2018-11
2018-11-12,2018,11,November,4,46,Monday,2018-11
2018-11-13,2018,11,November,4,46,Tuesday,2018-11
2018-11-14,2018,11,November,4,46,Wednesday,2018-11
2018-11-15,2018,11,November,4,46,Thursday,2018-11
2018-11-16,2018,11,November,4,46,Friday,2018-11
2018-11-17,2018,11,November,4,46,Saturday,2018-11
2018-11-18,2018,11,November,4,46,Sunday,2018-11
2018-11-19,2018,11,November,4,47,Monday,2018-11
2018-11-20,2018,11,November,4,47,Tuesday,2018-11
2018-11-21,2018,11,November,4,47,Wednesday,2018-11
2018-11-22,2018,11,November,4,47,Thursday,2018-11
2018-11-23,2018,11,November,4,47,Friday,2018-11
2018-11-24,2018,11,November,4,47,Saturday,2018-11
2018-11-25,2018,11,November,4,47,Sunday,2018-11
2018-11-26,2018,11,November,4,48,Monday,2018-11
2018-11-27,2018,11,November,4,48,Tuesday,2018-11
2018-11-28,2018,11,November,4,48,Wednesday,2018-11
2018-11-29,2018,11,November,4,48,Thursday,2018-11
2018-11-30,2018,11,November,4,48,Friday,2018-11
2018-12-01,2018,12,December,4,48,Saturday,2018-12
2018-12-02,2018,12,December,4,48,Sunday,2018-12
2018-12-03,2018,12,December,4,49,Monday,2018-12
2018-12-04,2018,12,December,4,49,Tuesday,2018-12
2018-12-05,2018,12,December,4,49,Wednesday,2018-12
2018-12-06,2018,12,December,4,49,Thursday,2018-12
2018-12-07,2018,12,December,4,49,Friday,2018-12
2018-12-08,2018,12,December,4,49,Saturday,2018-12
2018-12-09,2018,12,December,4,49,Sunday,2018-12
2018-12-10,2018,12,December,4,50,Monday,2018-12
2018-12-11,2018,12,December,4,50,Tuesday,2018-12
2018-12-12,2018,12,December,4,50,Wednesday,2018-12
2018-12-13,2018,12,December,4,50,Thursday,2018-12
2018-12-14,2018,12,December,4,50,Friday,2018-12
2018-12-15,2018,12,December,4,50,Saturday,2018-12
2018-12-16,2018,12,December,4,50,Sunday,2018-12
2018-12-17,2018,12,December,4,51,Monday,2018-12
2018-12-18,2018,12,December,4,51,Tuesday,2018-12
2018-12-19,2018,12,December,4,51,Wednesday,2018-12
2018-12-20,2018,12,December,4,51,Thursday,2018-12
2018-12-21,2018,12,December,4,51,Friday,2018-12
2018-12-22,2018,12,December,4,51,Saturday,2018-12
2018-12-23,2018,12,December,4,51,Sunday,2018-12
2018-12-24,2018,12,December,4,52,Monday,2018-12
2018-12-25,2018,12,December,4,52,Tuesday,2018-12
2018-12-26,2018,12,December,4,52,Wednesday,2018-12
2018-12-27,2018,12,December,4,52,Thursday,2018-12
2018-12-28,2018,12,December,4,52,Friday,2018-12
2018-12-29,2018,12,December,4,52,Saturday,2018-12
2018-12-30,2018,12,December,4,52,Sunday,2018-12
2018-12-31,2018,12,December,4,1,Monday,2018-12
